video_id,age,category,views,rate
msuntHZKe4w,515.0,Music,1595.0,4.2
hncV3q_sr7Y,735.0,Music,34.0,0.0
j0o_R18uaxM,354.0,Music,1088.0,2.0
Lia9HL0h-Bs,701.0,Music,318.0,0.0
4trKM3VUsyM,579.0,Music,11268.0,5.0
gE9RQREg_Ds,722.0,Music,2008.0,5.0
DQPdwLyGWOs,661.0,Music,1126.0,4.0
h5YX48YEkkk,710.0,Music,1588.0,3.5
kBkmk4Eqbt4,742.0,Music,1033.0,5.0
7IHDbm4wXks,742.0,Music,513.0,5.0
DwSfh0U2_WM,698.0,Music,2570.0,4.93
SamhrFqxyNE,705.0,Music,3337.0,4.78
MyBbASXeWYI,701.0,Music,1100.0,5.0
jqV6HVFZthU,699.0,Music,2799.0,5.0
0FzvOcF6xfs,698.0,Music,764.0,4.75
gakDv7-XUts,702.0,Music,1260.0,3.17
q5vVarT-5xA,727.0,Music,695.0,5.0
yPBxRjdHLwQ,701.0,Music,5276.0,4.83
tDisOpp3zXg,698.0,Music,803.0,5.0
VdllnjnUTYY,702.0,Music,1025.0,4.33
31VSJVckBpc,698.0,Music,629.0,5.0
1QBAsHiAERI,227.0,Music,14161.0,4.67
Cz7rkKx7Sow,328.0,Music,9792.0,4.29
4jfnIqNxmi4,552.0,Music,2273.0,4.6
YhLdqN_ERgs,518.0,Music,556.0,3.86
MUt4l1LdLok,630.0,Music,1045.0,5.0
hEsgGQYgKcE,606.0,Music,322.0,5.0
_Ip13BTMwfE,521.0,Music,1415.0,5.0
zgyxofwU-IA,513.0,Music,655.0,2.6
6hIcmM4KpcA,439.0,Music,1110.0,4.17
GWh7xxft2nQ,687.0,Music,164.0,3.67
IDdh_SBw6_c,689.0,Music,154.0,1.0
Tc8HJPcVqoE,649.0,Music,1060.0,5.0
ApdjjpQf_0Y,657.0,Music,1046.0,4.0
QKH_rKUZTQI,604.0,Music,1465.0,4.2
RHKY6osJsx8,624.0,Music,8540.0,4.0
36vG9n9ckas,698.0,Music,507.0,5.0
qRrEXbxQ_i4,621.0,Music,2605.0,4.8
OuN4mkBub80,700.0,Music,47.0,0.0
zeFI6pwpcn0,482.0,Music,5592.0,4.84
elfoDLyzD7M,739.0,Music,555.0,4.0
KNC_8zB0vd0,375.0,Music,5628.0,4.6
NgrRRNwj7mU,705.0,Music,610.0,5.0
MVx_WCDAspE,703.0,Music,213.0,0.0
sxEjRTD7ivU,464.0,Music,159.0,5.0
_Ba7BFA_SWk,721.0,Music,40.0,0.0
oor3UtUEjUk,482.0,Music,4093.0,5.0
x2ksGlYM9dI,491.0,Music,2002.0,5.0
dsPfNbuRNb0,726.0,Music,877.0,5.0
Dw-2JT0MH1I,743.0,Music,30.0,0.0
p749WXgdK7U,484.0,Music,6402.0,4.85
JmbgQSFA4u0,604.0,Music,927.0,5.0
bjDUVQ9M8SE,329.0,Music,3735.0,4.87
SnAk9F3nXaM,347.0,Music,3422.0,4.96
q9M53CrXXAE,578.0,Comedy,1096.0,3.17
UBF17IF8xhs,565.0,Comedy,330.0,5.0
Ow-yP95a13Q,592.0,Music,3564.0,5.0
1-NA3CyKRuA,542.0,Music,5826.0,5.0
JojvF9c5npA,701.0,Music,3231.0,5.0
FSOCshULQDw,701.0,Music,1253.0,4.83
kxSO5Q1JlTw,337.0,Music,23511.0,4.91
0po5tHygnDs,683.0,Music,1511.0,4.0
Qz56IO93Cmo,466.0,Music,2523.0,4.77
WHYiV5z3FT4,520.0,Music,7162.0,4.84
i9d-3Xz8qGI,660.0,Music,1192.0,5.0
ni3oo8LMerU,656.0,Music,1138.0,4.58
61MTfiTCsiI,293.0,Music,789.0,5.0
1ez_3xBytZ4,385.0,Music,19814.0,4.9
L-tak7vpvR4,488.0,Music,7945.0,4.95
mRBtGF8KtDM,568.0,Music,7475.0,4.64
27edCzsV6Uc,488.0,Music,1842.0,3.67
cR68Jb1tPUw,733.0,Music,72.0,0.0
cr8ogb1CTP4,277.0,Music,1190.0,5.0
w4ewLG-mxiw,401.0,Music,12405.0,4.52
TCl10StWa10,692.0,Music,693.0,5.0
PQXBbRoDI38,604.0,Music,191.0,0.0
MQ-uOi1udqk,728.0,Music,52.0,5.0
qDDuo7-m80Y,704.0,Music,430.0,5.0
aEpTui1b-Do,724.0,Music,334.0,0.0
XPwbI3HTOd4,678.0,Music,1440.0,4.8
qGLW5woOlEs,688.0,Music,1599.0,3.83
ymzLjIc7TqE,523.0,Music,2888.0,4.82
fZddRwYlte0,719.0,Music,284.0,4.6
Vk8ExLUO3K8,625.0,Music,3104.0,4.73
L6BAOkfvN6o,524.0,Music,27771.0,4.85
cPik4rXbS48,716.0,Music,117.0,0.0
P1SAbkT77Kg,445.0,Music,3829.0,5.0
XW-zJzO7EGY,462.0,Music,10202.0,4.49
HA578ratHbU,727.0,Music,409.0,4.8
PJlVATVncQs,570.0,Music,862.0,5.0
kapTKjrvaiY,686.0,Music,490.0,5.0
vFKXxo-yCQ0,578.0,Music,3923.0,3.57
APtaKcVC0ME,437.0,Comedy,1927.0,4.82
BViCiVPkcAM,738.0,Music,136.0,5.0
Ev2j0rJJIp4,354.0,Music,1013.0,4.0
dy-3YHgJhk4,464.0,Music,15908.0,4.86
RFFtgeWFqW4,727.0,Music,2725.0,4.19
posiCXZlqDQ,739.0,Music,322.0,5.0
zIn8jtx9Y2k,651.0,Music,2154.0,4.0
j9xKcN3OMoA,566.0,Music,19057.0,4.89
oTtkhPN5FdU,405.0,Music,6860.0,4.74
DG1ULZdeG3A,743.0,Music,44.0,0.0
dLm3Pqr2GGE,733.0,Music,50.0,0.0
n7YalcFaMyQ,662.0,Music,44.0,0.0
SWEj1zS_bYU,733.0,Music,54.0,0.0
UfRBBjtnMP8,558.0,Music,112.0,0.0
25bEriCW-2M,736.0,Music,126.0,3.0
XzTCu-e9FXo,366.0,Music,6237.0,4.47
SGMpqVAxZys,717.0,Music,1914.0,5.0
ip-2g5pcPJ8,658.0,Comedy,582.0,5.0
qRg3yJTZNr0,597.0,Comedy,1072.0,1.33
6tjxh_LHrZY,717.0,Music,1635.0,5.0
dfh4r3R-pvY,654.0,Music,2925.0,4.55
UIEbrt8YZwk,738.0,Music,1051.0,5.0
q6gSuMz2Mlk,664.0,Music,473.0,5.0
Hgq2tJKbgUo,737.0,Music,697.0,5.0
c4uZ4m7vjo4,506.0,Music,2540.0,5.0
6sWR3D_ctpw,738.0,Music,593.0,0.0
WTpvWTQP-4c,634.0,Music,520.0,1.0
tD3A45IG4M4,482.0,Music,5908.0,4.42
8fKE378spLQ,668.0,Music,2477.0,4.62
r297xZmgizk,474.0,Music,648.0,5.0
-VD3XUA0gz8,699.0,Music,9793.0,4.89
7BCmVo_RNMM,477.0,Music,66.0,5.0
0tiP5dFnY1c,543.0,Music,809.0,5.0
vUjpa3VWVjY,460.0,Music,120.0,0.0
tToXXV1CvlM,719.0,Music,1110.0,4.5
2IOronJgn0E,576.0,Music,1480.0,4.33
iMzJnJkZD5I,592.0,Music,1151.0,5.0
-nH6VQRf0u4,728.0,Music,98.0,0.0
f6iRDOdox3I,648.0,Music,419.0,5.0
Sc2B2-N51nY,562.0,Comedy,129.0,3.0
OIq80vTA3QU,401.0,Comedy,177.0,0.0
52TEreBwgMg,738.0,Music,379.0,3.0
-WzYZbi3rYw,738.0,Comedy,418.0,5.0
_vh5FQaM7Rw,728.0,Music,466.0,4.67
FWwMZq_u4BI,738.0,Comedy,271.0,4.5
DJx58796H1A,726.0,Music,1854.0,5.0
HblFoIaS000,709.0,Music,2098.0,4.91
SphN52vgaKM,615.0,Music,7928.0,4.56
HZvhoVvqBzE,615.0,Music,12117.0,4.41
16ixnciXhZ8,237.0,Music,24218.0,4.87
KvgQRkMDnTM,614.0,Music,4457.0,4.67
UsRNucWcx6U,615.0,Music,8585.0,5.0
OIIIts7oSow,540.0,Music,4402.0,5.0
8-YMonQR7Yc,722.0,Music,1221.0,4.5
stdAQ_lJNbA,538.0,Music,4408.0,4.83
blxIVV2Zuuw,544.0,Music,3441.0,5.0
S-4hj26fTvw,461.0,Music,2573.0,5.0
gOenpyhtGgQ,526.0,Music,1979.0,4.75
q7OGnp7rfNc,510.0,Music,374.0,4.67
9Zx0zAvggoY,550.0,Music,1331.0,4.0
Dfx_yZE96kw,700.0,Music,161.0,3.0
BPVlbuS7xgw,730.0,Music,88.0,0.0
jE5DQJktmiI,663.0,Music,167.0,5.0
zeXKzBt9KLk,724.0,Music,750.0,5.0
3UuuP8x21oE,489.0,Music,5072.0,5.0
Decum1OyjN0,491.0,Music,7299.0,4.76
bZkB15lv_W4,491.0,Music,2629.0,5.0
KNIHCLOk-7o,540.0,Music,1380.0,4.11
4W6aLqZ4OY0,563.0,Music,1071.0,5.0
vqkbBfkMY3k,563.0,Music,700.0,4.6
Kgi2OTqEGCw,563.0,Music,592.0,5.0
a96JYfIB2gQ,540.0,Music,1496.0,4.69
ZFaMiAFk7BI,540.0,Music,823.0,5.0
sPC_qEBl-zI,637.0,Music,364.0,5.0
kf-zVkYEooY,563.0,Comedy,483.0,1.8
bXgLoKaznO0,673.0,Comedy,62.0,0.0
U2Z_xWvLY6Y,738.0,Music,836.0,5.0
1QHSv0XKz0A,743.0,Music,180.0,0.0
KA9lDqF1_D0,312.0,Music,9812.0,4.84
Daw4wd_owdU,566.0,Music,988.0,4.86
BrlMzmvh-Cs,526.0,Music,674.0,4.8
RLC1OBgLCtA,740.0,Music,5.0,0.0
YG5OgxUyUnU,369.0,Music,2077.0,3.71
WapvFMGUSvk,739.0,Music,1022.0,5.0
EC4kkQv0qTc,737.0,Music,2429.0,5.0
NRE-NWyXjIY,737.0,Music,2343.0,5.0
PCPdsyvRKp8,737.0,Music,154.0,0.0
i8z-PIsuNx0,740.0,Music,144.0,0.0
53T9l-KLN4s,738.0,Music,94.0,0.0
I6ZQvy_AlhM,743.0,Music,11.0,0.0
nTBhGZz2g9M,738.0,Music,76.0,0.0
Dw3KPN1rdWA,332.0,Music,1814.0,5.0
RZxPZGtZknc,436.0,Music,131430.0,4.89
W4C-S4OdWE0,326.0,Music,44679.0,4.85
QmwU9NqMge0,494.0,Music,17933.0,4.86
Yc4zrtyNfFE,733.0,Music,5255.0,4.78
XxKv94o4FFI,737.0,Music,385.0,0.0
k0yq-HCpa54,732.0,Music,212.0,0.0
of2QSfhnu4E,733.0,Music,317.0,3.0
CDsIJrM6w6w,627.0,Music,3472.0,4.53
dpKEMKFxHp8,739.0,Music,1004.0,4.9
SlclyyDeV6I,733.0,Music,5830.0,4.62
2wCw3tAmwyg,740.0,Music,450.0,5.0
84uzimMxTiQ,738.0,Music,361.0,5.0
F9M9XXtnhUE,738.0,Music,165.0,3.0
I6PO1rdXxwg,743.0,Music,578.0,5.0
tha4qQC8fkA,716.0,Music,200.0,0.0
xbV16T_2JNw,734.0,Music,156.0,5.0
OaKTVmVepYw,683.0,Music,2428.0,4.56
OV-uoOVzLtQ,732.0,Music,213.0,5.0
Fo2uEnzeAoA,246.0,Music,34293.0,4.86
VxsPH5UIvtw,693.0,Music,2019.0,5.0
wT90C3Pezzg,401.0,Music,3934.0,4.71
5F0FVAqommY,692.0,Music,1865.0,5.0
OBJ_VFfbhKQ,538.0,Music,2566.0,5.0
wGjAOzK5twQ,653.0,Music,1611.0,4.2
JVNvKpRNuvU,698.0,Music,718.0,5.0
sU3z-D7Qyt0,331.0,Music,11049.0,4.88
g6Wlq4bI3zw,636.0,Music,499.0,0.0
l9O7ZGN5QVY,619.0,Music,6084.0,4.84
nmp1RwTk-KY,505.0,Music,28602.0,4.77
3m2SOl6uyEE,649.0,Music,113.0,5.0
xxIsJTJmLtg,377.0,Music,972.0,4.38
0_NrqdElPQM,663.0,Music,3069.0,3.57
hm5q6BNkCk0,624.0,Music,832.0,5.0
A_Ztn129Uug,570.0,Music,1532.0,4.38
ncV3hswJw7Q,728.0,Music,873.0,5.0
hg_OnmaQ1aI,477.0,Music,14539.0,5.0
fYGvYwY11LQ,632.0,Music,2194.0,4.67
sLtxE7gzKN4,744.0,Music,11.0,0.0
WJY4XOUN0m8,735.0,Music,69.0,0.0
2HcGmYurfAs,342.0,Music,8013.0,4.55
zybeVqQbHKM,727.0,Music,3098.0,5.0
fFpTqZ3rKgo,702.0,Music,1102.0,5.0
YodDWZoVzwY,724.0,Music,171.0,5.0
mFdL8rUiyMw,511.0,Music,544.0,5.0
D5aW7_uHhg4,627.0,Music,172.0,5.0
AH5U3cI22fQ,510.0,Music,1705.0,4.8
GIl0CTNDx40,727.0,Music,249.0,0.0
Kwi1Rl_BzCc,578.0,Music,533.0,3.43
bjVR5tlktT4,498.0,Music,591.0,1.0
9PTXhbVWREU,438.0,Music,2685.0,1.0
uH1YP2PCXq4,523.0,Music,1915.0,4.44
jEZDdUDryDE,546.0,Music,742.0,5.0
OFCShjVg2Ec,411.0,Music,618.0,3.0
vCJA0-MoyTw,615.0,Music,1864.0,4.0
bGXe6lAtsCU,531.0,Music,895.0,4.67
G9ROKTQsOy8,527.0,Music,1259.0,5.0
rVgyFVqlIoQ,732.0,Music,247.0,5.0
Tyl75F9Ch0I,667.0,Music,253.0,5.0
Kv48xtbiJLE,687.0,Music,545.0,4.0
jO0I2K1yxv0,511.0,Music,343.0,5.0
pmz_9wzGkV8,688.0,Music,128.0,5.0
uKphNptHoh8,442.0,Music,412.0,3.33
rbdjSVh99-c,704.0,Music,144.0,5.0
Y4KskDZX9Kg,396.0,Music,833.0,5.0
D0pl9VaDkos,716.0,Music,21.0,0.0
s34frPnnCyw,355.0,Music,610.0,1.0
bZbM4Onquws,642.0,Music,1276.0,3.0
mHpMAubwfQg,450.0,Music,6106.0,4.88
TtD4DOg6AeI,586.0,Music,627.0,4.0
nq0Mhhz_NuI,532.0,Comedy,5811.0,3.8
FVtnoDrdh8A,531.0,Comedy,2497.0,4.6
HJeWZHWy-UY,532.0,Comedy,3986.0,3.0
JaFx8M9W6nk,629.0,Music,173.0,3.67
G-Fnr9lfyis,734.0,Comedy,92.0,0.0
l86aKNGKDuM,539.0,Comedy,293.0,0.0
nz4w0krBF0o,739.0,Music,107.0,5.0
Rwuihz6LgXo,539.0,Comedy,332.0,0.0
Oc0aRVtViB0,706.0,Comedy,75.0,0.0
wXYWaN-gYyc,524.0,Comedy,422.0,0.0
nDTyckxLaFM,698.0,Comedy,152.0,5.0
C8Nc304BLZc,672.0,Comedy,2499.0,4.56
51L45v_SQ3g,572.0,Music,6415.0,4.76
4lZt6YKyjHs,595.0,Music,27902.0,4.93
XNq4OC-zy5U,664.0,Music,789.0,3.67
h_xGcEPx36c,743.0,Music,31.0,0.0
sDdO4vZrYwU,710.0,Music,566.0,4.5
loUl5g4nkaE,706.0,Music,671.0,0.0
RcxgohzuMws,716.0,Music,218.0,4.5
WMk0G188s58,737.0,Music,39.0,5.0
kWZzZ_-B-og,446.0,Music,11747.0,4.79
Zw2wo5V8ho4,545.0,Comedy,17745.0,4.73
qGhhfAnoOqY,611.0,Music,6012.0,0.0
qNLCm6zbKZE,464.0,Music,8876.0,5.0
SVHrFMu8coU,478.0,Music,1469.0,5.0
XIXHckfYWwQ,641.0,Music,321.0,4.0
pb9ExnS9l4Q,682.0,Music,225.0,4.0
5nm1RewWYBU,641.0,Music,336.0,2.0
uv7OXq0c46U,547.0,Music,1980.0,4.17
BZ0K1IlyOzo,674.0,Comedy,1011.0,4.0
hM3JpgZCLUA,600.0,Comedy,1443.0,2.2
fWMxE0Euo6c,712.0,Music,768.0,5.0
8qmCppZTrpM,665.0,Music,65.0,0.0
cB7sGSu0QxQ,641.0,Music,163.0,0.0
ixVsS7Q7lO0,641.0,Music,48.0,5.0
WeRlFujWRTc,641.0,Music,28.0,0.0
vN3me6kKnG8,641.0,Music,29.0,5.0
v6CYEcjVdEc,545.0,Comedy,428.0,0.0
j5li_LCWrZc,420.0,Comedy,8596.0,4.44
LgAEvv0CZDs,560.0,Comedy,4841.0,4.33
hgidRoDcRdQ,727.0,Comedy,525.0,5.0
-Z8tdVKgz9k,521.0,Music,7271.0,4.71
2PlA55lHNN4,719.0,Comedy,2084.0,4.6
iZKwPu_S88Y,727.0,Comedy,776.0,5.0
akXR5lM7Gsw,707.0,Comedy,958.0,5.0
95Ka9NP2L5o,703.0,Comedy,993.0,4.5
CEAiEL9gcTg,696.0,Comedy,4686.0,5.0
VUEOq_xPvTA,538.0,Comedy,1607.0,5.0
yQVfg1ftWVs,689.0,Comedy,772.0,5.0
wy_n7_21iE0,532.0,Comedy,5766.0,5.0
FYzLpwgCa7Y,581.0,Comedy,6254.0,4.94
HBcMhwSZqqM,707.0,Comedy,3675.0,5.0
rkP6biudqpg,707.0,Comedy,2938.0,5.0
vMZ6hLdYoMw,527.0,Comedy,5635.0,5.0
45_RHI-h2ds,519.0,Comedy,3978.0,5.0
A8UKzhLVwtc,661.0,Music,1954.0,5.0
_HmyxqnhSbM,672.0,Music,1768.0,4.62
AqEQNY1MRqA,672.0,Music,2622.0,4.43
ji1ws6d4L3s,665.0,Music,1122.0,5.0
1TawedJR-iE,665.0,Music,1181.0,5.0
CtFB7ibwOcU,661.0,Music,289.0,5.0
aXPkBMHkeSc,665.0,Music,499.0,5.0
IBJdeXi2TWg,712.0,Music,6956.0,4.58
8Z21frQ5H4E,714.0,Music,1901.0,5.0
sw67y5mJ0Rs,713.0,Music,2220.0,5.0
MexKI2O-JG4,662.0,Music,3164.0,3.8
hfD003Ws_nw,662.0,Music,2023.0,4.6
jaAFgCRVYm0,662.0,Music,1854.0,5.0
nlYchfZwdes,684.0,Music,446.0,5.0
ch0bsu_2kxM,619.0,Comedy,5211.0,5.0
wEuYky-ZyO0,601.0,Comedy,1197.0,4.5
Ev7kaj8ZDUw,592.0,Comedy,3453.0,4.0
XO-rSDNMlcs,465.0,Music,1650.0,5.0
e-pqWbf74AE,620.0,Comedy,4763.0,4.94
HScLMGpJ3kU,641.0,Music,2899.0,5.0
qtb9SkneQLI,585.0,Music,11457.0,4.83
zVWP6TwZvc4,615.0,Music,7901.0,4.91
--fHiaNdEZs,712.0,Comedy,113.0,5.0
ia0B47CWprE,509.0,Comedy,6389.0,2.09
8OxE_42zfrU,698.0,Comedy,638.0,4.0
y7fdJWap2ks,431.0,Comedy,25447.0,4.67
zGtArlRGDCQ,590.0,Music,5462.0,4.86
2gUgglIdAPY,565.0,Music,3002.0,2.0
OVuThTHUofk,542.0,Music,2191.0,4.82
DEQyqwlxDEE,352.0,Music,3513.0,4.64
CBgF5GyIDng,562.0,Music,4388.0,5.0
11HbFwleE5k,596.0,Music,2821.0,4.62
IHQcATrGGt0,544.0,Music,1998.0,3.0
rGkX1jrC1hY,671.0,Comedy,3432.0,3.6
tMvyLY_Wdqs,621.0,Music,3548.0,3.87
bYpCB_mzw5Q,703.0,Music,3968.0,4.71
nQ9FDE2p6kE,733.0,Music,276.0,5.0
9z5lPgWe4sY,423.0,Music,27113.0,4.38
t4xrvzZ_DCU,744.0,Music,385.0,5.0
EFoBVyvYpAg,636.0,Music,93.0,0.0
ThkMJXREgl0,473.0,Comedy,87590.0,4.81
zx_pEgv5_Zk,590.0,Comedy,14694.0,4.69
aeF6sMaG1IM,712.0,Comedy,7958.0,4.8
B6VN9Mla6Ec,712.0,Comedy,3168.0,4.0
GkT_GkHS8wU,712.0,Comedy,2653.0,5.0
F1vRlufS_40,712.0,Music,1580.0,5.0
QkwTDci5XS8,712.0,Comedy,1691.0,0.0
FinwR8MLhGo,712.0,Comedy,976.0,3.0
ZK5ZzzS6j3g,688.0,Comedy,7934.0,4.44
2LswvlJs4hE,652.0,Comedy,60487.0,4.84
4DU_aXT3gpc,491.0,Comedy,42301.0,4.87
XWnPK3eRcWY,656.0,Comedy,9958.0,4.89
_s-5tLjCUD0,392.0,Comedy,137577.0,4.85
2ATBJ2n9X10,686.0,Comedy,4051.0,5.0
zEa7zn4RyMo,686.0,Comedy,3338.0,5.0
WeuTfSLI9LU,315.0,Comedy,15035.0,4.26
r74wp0_a7cA,355.0,Comedy,991.0,5.0
XB_xrJqFKNA,335.0,Comedy,461.0,0.0
ZU0NScERaSY,355.0,Comedy,203.0,0.0
2dJA_ssa8B4,673.0,Music,225.0,0.0
ysbzZLY85fo,575.0,Comedy,85.0,1.0
aDu5uveGJAs,648.0,Music,105.0,0.0
5YfXRYxoVNQ,470.0,Comedy,1905.0,0.0
FwC-N0Jpxkc,462.0,Music,998.0,2.78
aTfRsmn95A0,640.0,Comedy,324.0,0.0
WS3vBPFxePk,401.0,Music,803.0,5.0
JcYmgLQ-hCE,591.0,Comedy,75545.0,4.87
dsW8VO4_OdU,463.0,Music,11557.0,4.9
-0t64xdChno,716.0,Music,165.0,1.67
u6sxUflUxQk,650.0,Music,1423.0,2.33
dh49DY9foI4,559.0,Music,288.0,5.0
Khjx7fzvouc,684.0,Comedy,4999.0,4.0
6Cw3bsYsRiE,662.0,Music,178.0,1.0
DXZeZtie9rU,735.0,Comedy,65.0,0.0
gG5Yaa7WTVw,545.0,Comedy,115.0,3.0
YRscLKHkiIs,529.0,Comedy,16599.0,4.75
-w2DY9J-fgE,666.0,Music,1786.0,5.0
QKqhbkqoyWA,620.0,Comedy,18004.0,4.93
5Di6oASKVzU,662.0,Music,25316.0,4.83
AhBX0WmTWOE,664.0,Music,12253.0,5.0
zF0uB3fhOqA,642.0,Music,9706.0,4.69
NndBIxZ5l5g,642.0,Music,8393.0,4.86
LVfXKZcQY48,649.0,Music,5487.0,4.89
mIH92HV6aEc,718.0,Music,3682.0,4.33
u4KTKDX2RMA,720.0,Music,3156.0,5.0
_UxhvAM6Gf8,711.0,Music,5145.0,4.67
eMlY-eaSXig,720.0,Music,2379.0,5.0
zEfhw5srWn0,723.0,Music,4346.0,5.0
QWelnIpb19g,718.0,Music,1269.0,5.0
QWCUsq6lmPs,718.0,Music,1183.0,5.0
Gqx-LnAsTfI,684.0,Music,2320.0,5.0
Ha2tZ5krs54,681.0,Music,3111.0,4.75
FK6ChMMrpT0,712.0,Music,25663.0,5.0
dqN3fhd5qzQ,721.0,Music,6252.0,4.78
do6e55LQz9Y,683.0,Music,6067.0,5.0
tFRk4Q4bFP8,615.0,Music,20039.0,4.62
pQZH3d8YiIM,539.0,Music,5090.0,4.82
n8t1kUbztjE,556.0,Music,13970.0,4.49
vqHh_-dIoSo,546.0,Music,2396.0,4.75
UzcoVcqxj0Q,578.0,Music,2736.0,4.33
thdb0hDjcrA,543.0,Music,8329.0,4.92
gHX9XAcrgXQ,575.0,Music,1184.0,5.0
qkm7inJObWs,543.0,Music,519.0,5.0
lN-A_vjcN-0,680.0,Music,1615.0,4.38
odH7yd7Qz90,546.0,Music,1145.0,3.5
LKPorXf6XME,628.0,Music,625.0,4.25
_NhfovuMT0k,624.0,Music,1865.0,5.0
09IgXmPn8kQ,613.0,Music,94.0,5.0
tsUEcs9Weds,469.0,Comedy,641.0,4.0
RwJfFCzOT1I,552.0,Comedy,580.0,3.25
VxYa2-mu4WQ,552.0,Comedy,545.0,5.0
ypgQyLhPldE,721.0,Music,553.0,5.0
O5LQQA6Y-PQ,718.0,Music,558.0,5.0
4wpElOMt4GI,637.0,Music,1081.0,5.0
uS3By4c3i4A,744.0,Music,493.0,4.2
Dbag3kTflDA,743.0,Music,287.0,5.0
26vf4cKqI90,640.0,Comedy,163.0,5.0
-MM4ZWFHW0M,566.0,Comedy,165.0,4.67
jUnT-PVmCWE,354.0,Comedy,10487.0,4.87
-6T9kJaau24,443.0,Music,12476.0,4.75
tYwHraZ1KD4,461.0,Music,3470.0,4.8
V_VuZ45ETxk,570.0,Music,1401.0,4.43
zoDdT7jdjwM,714.0,Music,187.0,0.0
XjxNKvhywLg,440.0,Music,6347.0,3.42
cZHsmVinvWY,608.0,Music,3434.0,4.23
MWB4ne3_0AM,442.0,Music,2032.0,3.08
fspYk5-7vxk,418.0,Music,9536.0,4.26
rX2qNQbI0Jk,725.0,Music,7261.0,3.76
pZ8xTD-Nr_o,641.0,Music,3981.0,4.6
xNSxjTBfh5I,538.0,Music,1180.0,4.2
XUx6REWtk-Q,501.0,Music,2520.0,3.0
v97JpYEOG6k,375.0,Comedy,32667.0,4.75
okH7uvJpip0,519.0,Comedy,1647.0,4.59
SNn4xMdPcx8,699.0,Comedy,2295.0,3.67
Uwkt2fNg_As,732.0,Music,7540.0,4.09
CewP40Hgn1c,724.0,Music,7759.0,3.62
JbOqRDrcLPc,688.0,Music,3419.0,4.76
XAixXMbyOBc,637.0,Music,3654.0,4.94
erJPKaXiudg,705.0,Music,587.0,5.0
zZNh_DPvgjY,678.0,Music,396.0,5.0
tFBa-lHtkq0,523.0,Music,2817.0,4.88
UYx0wTnaBR4,614.0,Music,4667.0,5.0
TyIB2VTyWhk,674.0,Music,295.0,3.0
oS18H8yoGPQ,570.0,Music,7740.0,4.3
kvjjb3yY3WI,498.0,Music,762.0,5.0
fJWB1-ny3Tg,622.0,Music,1522.0,5.0
XXQrY7Jm7gM,652.0,Music,262.0,5.0
rAVOGsZYCPg,738.0,Music,185.0,5.0
wY9ctk2Kb4Y,737.0,Music,39.0,5.0
Pt4DvKP-dlk,473.0,Music,1565.0,4.4
NSwVj4BockM,725.0,Music,33.0,0.0
SrvxNGMoV1s,467.0,Music,9361.0,4.83
ocK0sQQQ3Es,745.0,Comedy,217.0,1.76
h_Xf9UuiI0k,581.0,Music,5382.0,5.0
1WO2T42clWs,720.0,Music,747.0,5.0
iKPGFuc3Ba4,690.0,Music,156.0,5.0
-PzQo76sJCk,547.0,Music,2409.0,5.0
-wbt5mCwF-M,546.0,Music,1287.0,4.4
6RqUjmBNt4E,547.0,Music,1173.0,4.67
eMq6e28YI6k,439.0,Comedy,1342.0,4.09
g6x8toMqbbU,476.0,Music,53630.0,4.84
8jAyx1NSHS8,551.0,Music,960.0,3.86
T6iocB_-XOI,744.0,Comedy,12.0,0.0
aXxJN3MFGNE,666.0,Music,516.0,5.0
8mix49vJbwA,668.0,Music,9710.0,5.0
aWwLjAx5GME,687.0,Music,2452.0,5.0
e4O94laFpAU,710.0,Music,1398.0,5.0
H2Ta3lAQZ0g,710.0,Music,618.0,0.0
6COk9N7T9vA,710.0,Music,516.0,0.0
qQqsBg5SU3k,710.0,Music,291.0,0.0
ido_1-oqcBg,733.0,Music,1082.0,5.0
eMdL3KP6t5c,710.0,Music,332.0,0.0
Etc5fCrZwAg,726.0,Music,1240.0,5.0
ic92e08xw2Y,710.0,Music,182.0,5.0
2xPjbf-w3Zg,715.0,Music,2494.0,5.0
psOc2PT08CQ,715.0,Music,1970.0,5.0
gjKSG45et0Q,708.0,Music,912.0,4.0
wgiiwrDHr94,514.0,Music,24520.0,4.87
zQMFltAEq_8,481.0,Music,15598.0,4.64
2tP5ilhc_m0,622.0,Music,7158.0,5.0
68XcGVMTCWg,620.0,Music,8026.0,5.0
2rDb6tnWW7Q,717.0,Music,2037.0,5.0
ghYouOolYFE,722.0,Music,2494.0,5.0
ER4MfP1TTMw,553.0,Music,1345.0,4.67
G5wX33CtgC8,490.0,Music,9642.0,4.53
uHcuUHhd4Y0,518.0,Music,1182.0,1.0
M7qhPistM8c,518.0,Music,1048.0,0.0
8Ndskj4rpkI,518.0,Music,2744.0,0.0
5oFVKILl52E,553.0,Music,1578.0,5.0
CVGlxA1vqLc,518.0,Music,392.0,5.0
7m41mA2-mX0,507.0,Comedy,6847.0,1.72
GGiXl0EGxnI,722.0,Comedy,11688.0,5.0
k6MNwx4hS2g,729.0,Comedy,4773.0,5.0
cTdIU5qfOrE,722.0,Comedy,9009.0,5.0
BSzqspzAIhM,722.0,Comedy,10393.0,5.0
ShA4JWeTqYA,722.0,Comedy,9535.0,5.0
TIV9Ur9CGTQ,585.0,Music,945.0,4.08
